[1] "Exp-Zero"        "1.148104e-05"    "3.194254e-05"    "8.172058e-06"   
Step210  Qn=7.756e-06  pQn=5.110346  pQmin=5.121529
Step211  Qn=7.623e-06  pQn=5.117899  pQmin=5.121529
Step212  Qn=8.374e-06  pQn=5.077044  pQmin=5.121529
Step213  Qn=1.356e-05  pQn=4.867600  pQmin=5.121529
Step214  Qn=7.757e-06  pQn=5.110330  pQmin=5.121529
Step215  Qn=7.924e-06  pQn=5.101056  pQmin=5.121529
Step216  Qn=8.562e-06  pQn=5.067441  pQmin=5.121529
Step217  Qn=2.961e-05  pQn=4.528630  pQmin=5.121529
Step218  Qn=9.665e-06  pQn=5.014796  pQmin=5.121529
Step219  Qn=1.635e-05  pQn=4.786425  pQmin=5.121529
Step220  Qn=1.861e-05  pQn=4.730145  pQmin=5.121529
Step221  Qn=1.108e-05  pQn=4.955617  pQmin=5.121529
Step222  Qn=8.308e-06  pQn=5.080495  pQmin=5.121529
Step223  Qn=7.904e-06  pQn=5.102162  pQmin=5.121529
Step224  Qn=1.228e-05  pQn=4.910910  pQmin=5.121529
Step225  Qn=7.908e-06  pQn=5.101912  pQmin=5.121529
Step226  Qn=2.692e-05  pQn=4.569983  pQmin=5.121529
Step227  Qn=8.314e-06  pQn=5.080213  pQmin=5.121529
Step228  Qn=9.071e-06  pQn=5.042335  pQmin=5.121529
Step229  Qn=8.039e-06  pQn=5.094822  pQmin=5.121529
Step230  Qn=8.344e-06  pQn=5.078613  pQmin=5.121529
Step231  Qn=4.470e-05  pQn=4.349682  pQmin=5.121529
Step232  Qn=9.599e-05  pQn=4.017784  pQmin=5.121529
Step233  Qn=7.635e-06  pQn=5.117179  pQmin=5.121529
Step234  Qn=1.311e-05  pQn=4.882344  pQmin=5.121529
Step235  Qn=8.319e-06  pQn=5.079933  pQmin=5.121529
Step236  Qn=8.675e-06  pQn=5.061735  pQmin=5.121529
Step237  Qn=7.709e-06  pQn=5.113023  pQmin=5.121529
Step238  Qn=1.060e-05  pQn=4.974496  pQmin=5.121529
Step239  Qn=7.561e-06  pQn=5.121396  pQmin=5.121529
Step240  Qn=1.304e-05  pQn=4.884889  pQmin=5.121529
Step241  Qn=1.476e-05  pQn=4.830788  pQmin=5.121529
Step242  Qn=1.103e-05  pQn=4.957539  pQmin=5.121529
Step243  Qn=7.711e-06  pQn=5.112872  pQmin=5.121529
Step244  Qn=8.149e-06  pQn=5.088917  pQmin=5.121529
Step245  Qn=8.062e-06  pQn=5.093549  pQmin=5.121529
Step246  Qn=8.671e-06  pQn=5.061931  pQmin=5.121529
Step247  Qn=8.127e-06  pQn=5.090085  pQmin=5.121529
Step248  Qn=9.157e-06  pQn=5.038247  pQmin=5.121529
Step249  Qn=8.324e-06  pQn=5.079648  pQmin=5.121529
Step250  Qn=7.716e-06  pQn=5.112626  pQmin=5.121529
Step251  Qn=7.638e-06  pQn=5.117043  pQmin=5.121529
Step252  Qn=1.232e-05  pQn=4.909358  pQmin=5.121529
Step253  Qn=7.870e-06  pQn=5.104010  pQmin=5.121529
Step254  Qn=9.548e-06  pQn=5.020104  pQmin=5.121529
Step255  Qn=8.677e-06  pQn=5.061612  pQmin=5.121529
Step256  Qn=1.351e-05  pQn=4.869270  pQmin=5.121529
Step257  Qn=7.931e-06  pQn=5.100652  pQmin=5.121529
Step258  Qn=8.035e-06  pQn=5.095000  pQmin=5.121529
Step259  Qn=8.340e-06  pQn=5.078829  pQmin=5.121529
Step260  Qn=8.030e-06  pQn=5.095300  pQmin=5.121529
Step261  Qn=7.691e-06  pQn=5.114025  pQmin=5.121529
Step262  Qn=7.933e-05  pQn=4.100566  pQmin=5.121529
Step263  Qn=1.488e-05  pQn=4.827336  pQmin=5.121529
Step264  Qn=9.312e-05  pQn=4.030965  pQmin=5.121529
Step265  Qn=1.428e-05  pQn=4.845238  pQmin=5.121529
Step266  Qn=8.137e-06  pQn=5.089521  pQmin=5.121529
Step267  Qn=7.730e-06  pQn=5.111822  pQmin=5.121529
Step268  Qn=9.072e-05  pQn=4.042308  pQmin=5.121529
Step269  Qn=8.970e-05  pQn=4.047230  pQmin=5.121529
Step270  Qn=7.681e-06  pQn=5.114594  pQmin=5.121529
Step271  Qn=6.614e-05  pQn=4.179503  pQmin=5.121529
Step272  Qn=8.314e-06  pQn=5.080182  pQmin=5.121529
Step273  Qn=7.835e-06  pQn=5.105942  pQmin=5.121529
Step274  Qn=7.849e-06  pQn=5.105192  pQmin=5.121529
Step275  Qn=1.339e-05  pQn=4.873305  pQmin=5.121529
Step276  Qn=7.607e-06  pQn=5.118792  pQmin=5.121529
Step277  Qn=8.962e-06  pQn=5.047598  pQmin=5.121529
Step278  Qn=7.823e-06  pQn=5.106619  pQmin=5.121529
Step279  Qn=8.241e-06  pQn=5.083995  pQmin=5.121529
Step280  Qn=7.696e-06  pQn=5.113753  pQmin=5.121529
Step281  Qn=7.792e-06  pQn=5.108338  pQmin=5.121529
Step282  Qn=7.639e-06  pQn=5.116981  pQmin=5.121529
Step283  Qn=8.301e-06  pQn=5.080878  pQmin=5.121529
Step284  Qn=1.171e-05  pQn=4.931276  pQmin=5.121529
Step285  Qn=1.209e-05  pQn=4.917426  pQmin=5.121529
Step286  Qn=7.596e-06  pQn=5.119399  pQmin=5.121529
Step287  Qn=7.847e-06  pQn=5.105301  pQmin=5.121529
Step288  Qn=9.676e-05  pQn=4.014309  pQmin=5.121529
Step289  Qn=9.114e-06  pQn=5.040293  pQmin=5.121529
Step290  Qn=7.661e-06  pQn=5.115709  pQmin=5.121529
Step291  Qn=7.927e-06  pQn=5.100908  pQmin=5.121529
Step292  Qn=7.848e-06  pQn=5.105256  pQmin=5.121529
Step293  Qn=7.875e-06  pQn=5.103748  pQmin=5.121529
Step294  Qn=7.620e-06  pQn=5.118054  pQmin=5.121529
Step295  Qn=1.099e-05  pQn=4.959009  pQmin=5.121529
Step296  Qn=7.673e-06  pQn=5.115055  pQmin=5.121529
Step297  Qn=7.765e-06  pQn=5.109851  pQmin=5.121529
Step298  Qn=7.812e-06  pQn=5.107258  pQmin=5.121529
Step299  Qn=7.843e-06  pQn=5.105513  pQmin=5.121529
Step300  Qn=1.111e-05  pQn=4.954194  pQmin=5.121529
Step301  Qn=1.190e-05  pQn=4.924452  pQmin=5.121529
Step302  Qn=7.676e-06  pQn=5.114859  pQmin=5.121529
Step303  Qn=8.383e-06  pQn=5.076579  pQmin=5.121529
Step304  Qn=7.727e-06  pQn=5.111964  pQmin=5.121529
Step305  Qn=7.637e-06  pQn=5.117096  pQmin=5.121529
Step306  Qn=7.627e-06  pQn=5.117629  pQmin=5.121529
Step307  Qn=1.453e-05  pQn=4.837764  pQmin=5.121529
Step308  Qn=7.757e-06  pQn=5.110296  pQmin=5.121529
Step309  Qn=7.768e-06  pQn=5.109690  pQmin=5.121529
Step310  Qn=9.351e-05  pQn=4.029157  pQmin=5.121529
Step311  Qn=8.127e-06  pQn=5.090067  pQmin=5.121529
Step312  Qn=8.840e-06  pQn=5.053528  pQmin=5.121529
Step313  Qn=1.530e-05  pQn=4.815388  pQmin=5.121529
Step314  Qn=7.673e-06  pQn=5.115030  pQmin=5.121529
Step315  Qn=8.773e-06  pQn=5.056863  pQmin=5.121529
Step316  Qn=4.750e-05  pQn=4.323321  pQmin=5.121529
Step317  Qn=7.872e-06  pQn=5.103911  pQmin=5.121529
Step318  Qn=8.097e-06  pQn=5.091652  pQmin=5.121529
Step319  Qn=8.248e-06  pQn=5.083640  pQmin=5.121529
Step320  Qn=7.629e-06  pQn=5.117551  pQmin=5.121529
Step321  Qn=9.631e-05  pQn=4.016345  pQmin=5.121529
Step322  Qn=8.580e-06  pQn=5.066528  pQmin=5.121529
Step323  Qn=8.117e-06  pQn=5.090610  pQmin=5.121529
Step324  Qn=7.652e-06  pQn=5.116215  pQmin=5.121529
Step325  Qn=7.734e-06  pQn=5.111598  pQmin=5.121529
Step326  Qn=8.441e-06  pQn=5.073598  pQmin=5.121529
Step327  Qn=1.359e-05  pQn=4.866847  pQmin=5.121529
Step328  Qn=7.629e-06  pQn=5.117510  pQmin=5.121529
Step329  Qn=8.337e-06  pQn=5.078970  pQmin=5.121529
Step330  Qn=1.164e-05  pQn=4.934188  pQmin=5.121529
Step331  Qn=7.767e-06  pQn=5.109773  pQmin=5.121529
Step332  Qn=9.618e-06  pQn=5.016898  pQmin=5.121529
Step333  Qn=8.115e-06  pQn=5.090721  pQmin=5.121529
Step334  Qn=7.676e-06  pQn=5.114858  pQmin=5.121529
Step335  Qn=9.169e-05  pQn=4.037677  pQmin=5.121529
Step336  Qn=9.705e-06  pQn=5.012986  pQmin=5.121529
Step337  Qn=1.098e-05  pQn=4.959415  pQmin=5.121529
Step338  Qn=7.684e-06  pQn=5.114409  pQmin=5.121529
Step339  Qn=8.276e-06  pQn=5.082182  pQmin=5.121529
Step340  Qn=8.028e-06  pQn=5.095397  pQmin=5.121529
Step341  Qn=8.066e-06  pQn=5.093355  pQmin=5.121529
Step342  Qn=7.816e-06  pQn=5.107031  pQmin=5.121529
Step343  Qn=7.810e-06  pQn=5.107342  pQmin=5.121529
Step344  Qn=3.963e-05  pQn=4.402021  pQmin=5.121529
Step345  Qn=1.280e-05  pQn=4.892909  pQmin=5.121529
Step346  Qn=7.784e-05  pQn=4.108821  pQmin=5.121529
Step347  Qn=7.623e-06  pQn=5.117874  pQmin=5.121529
Step348  Qn=7.996e-06  pQn=5.097132  pQmin=5.121529
Step349  Qn=1.134e-05  pQn=4.945527  pQmin=5.121529
Step350  Qn=7.679e-06  pQn=5.114701  pQmin=5.121529
Step351  Qn=7.701e-06  pQn=5.113462  pQmin=5.121529
Step352  Qn=1.243e-05  pQn=4.905461  pQmin=5.121529
Step353  Qn=8.401e-06  pQn=5.075677  pQmin=5.121529
Step354  Qn=8.361e-06  pQn=5.077755  pQmin=5.121529
Step355  Qn=7.954e-06  pQn=5.099421  pQmin=5.121529
Step356  Qn=8.303e-06  pQn=5.080759  pQmin=5.121529
Step357  Qn=5.071e-05  pQn=4.294948  pQmin=5.121529
Step358  Qn=7.568e-06  pQn=5.121010  pQmin=5.121529
Step359  Qn=3.277e-05  pQn=4.484546  pQmin=5.121529
Step360  Qn=7.948e-06  pQn=5.099732  pQmin=5.121529
Step361  Qn=8.060e-06  pQn=5.093648  pQmin=5.121529
Step362  Qn=1.439e-05  pQn=4.841896  pQmin=5.121529
Step363  Qn=1.037e-05  pQn=4.984379  pQmin=5.121529
Step364  Qn=1.514e-05  pQn=4.819784  pQmin=5.121529
Step365  Qn=7.592e-06  pQn=5.119616  pQmin=5.121529
Step366  Qn=7.833e-06  pQn=5.106051  pQmin=5.121529
Step367  Qn=9.697e-06  pQn=5.013362  pQmin=5.121529
Step368  Qn=1.094e-05  pQn=4.960967  pQmin=5.121529
Step369  Qn=7.740e-06  pQn=5.111270  pQmin=5.121529
Step370  Qn=7.887e-06  pQn=5.103079  pQmin=5.121529
Step371  Qn=7.541e-06  pQn=5.122561  pQmin=5.121529
[1] "Quality: 2221 7.541167e-06 5.122561"
  pQ=5.122561  Q=7.541e-06  dQ=0.000000  [1]  7.178897e-06 -4.597463e-05  1.371465e-10  5.105735e+00  2.769374e+00
Step372  Qn=7.845e-06  pQn=5.105433  pQmin=5.122561
Step373  Qn=7.787e-06  pQn=5.108608  pQmin=5.122561
Step374  Qn=7.640e-06  pQn=5.116923  pQmin=5.122561
Step375  Qn=7.971e-06  pQn=5.098460  pQmin=5.122561
Step376  Qn=2.495e-05  pQn=4.602849  pQmin=5.122561
Step377  Qn=8.188e-06  pQn=5.086809  pQmin=5.122561
Step378  Qn=1.452e-05  pQn=4.838011  pQmin=5.122561
Step379  Qn=7.911e-06  pQn=5.101791  pQmin=5.122561
Step380  Qn=1.414e-05  pQn=4.849580  pQmin=5.122561
Step381  Qn=3.440e-05  pQn=4.463502  pQmin=5.122561
Step382  Qn=1.685e-05  pQn=4.773399  pQmin=5.122561
Step383  Qn=8.119e-06  pQn=5.090476  pQmin=5.122561
Step384  Qn=2.955e-05  pQn=4.529394  pQmin=5.122561
Step385  Qn=1.676e-05  pQn=4.775762  pQmin=5.122561
Step386  Qn=7.866e-06  pQn=5.104249  pQmin=5.122561
